datetime,season,holiday,work_day,weather,temperature,apparent_temperature,humidity,windspeed,casual_renter_count,registered_renter_count,renter_count,month,day_of_month,day_of_week,hour_of_day
2011-01-07 05:00:00,1,0,1,3,48.236000000000004,56.543,55,0.0,0,5,5,1,7,4,5
2011-01-07 06:00:00,1,0,1,2,46.76,55.184,69,0.0,8,26,34,1,7,4,6
2011-01-07 07:00:00,1,0,1,1,46.76,51.089,69,8.9981,8,76,84,1,7,4,7
2011-01-07 08:00:00,1,0,1,1,46.76,49.730000000000004,51,16.9979,20,190,210,1,7,4,8
2011-01-07 09:00:00,1,0,1,1,46.76,48.362,47,19.9995,9,125,134,1,7,4,9
2011-01-07 10:00:00,1,0,1,1,48.236000000000004,49.730000000000004,37,22.0028,16,47,63,1,7,4,10
2011-01-07 11:00:00,1,0,1,2,46.76,49.730000000000004,40,15.0013,19,48,67,1,7,4,11
2011-01-07 12:00:00,1,0,1,2,46.76,49.730000000000004,37,16.9979,9,50,59,1,7,4,12
2011-01-07 13:00:00,1,0,1,2,46.76,48.362,37,19.0012,9,64,73,1,7,4,13
2011-01-07 14:00:00,1,0,1,2,46.76,49.730000000000004,40,16.9979,7,43,50,1,7,4,14
2011-01-07 15:00:00,1,0,1,2,46.76,51.089,37,11.0014,9,63,72,1,7,4,15
2011-01-07 16:00:00,1,0,1,2,46.76,51.089,37,11.0014,5,82,87,1,7,4,16
2011-01-07 17:00:00,1,0,1,2,46.76,55.184,37,0.0,9,178,187,1,7,4,17
2011-01-07 18:00:00,1,0,1,1,46.76,52.457,40,6.0032,7,116,123,1,7,4,18
2011-01-07 19:00:00,1,0,1,1,43.808,49.730000000000004,55,6.0032,3,92,95,1,7,4,19
2011-01-07 20:00:00,1,0,1,1,45.284,51.089,47,7.0015,1,50,51,1,7,4,20
2011-01-07 21:00:00,1,0,1,1,45.284,49.730000000000004,47,8.9981,0,39,39,1,7,4,21
2011-01-07 22:00:00,1,0,1,2,45.284,49.730000000000004,43,11.0014,2,34,36,1,7,4,22
2011-01-07 23:00:00,1,0,1,2,45.284,49.730000000000004,51,11.0014,1,14,15,1,7,4,23
2011-01-08 00:00:00,1,0,0,2,45.284,49.730000000000004,51,11.0014,1,24,25,1,8,5,0
2011-01-08 01:00:00,1,0,0,2,45.284,51.089,55,6.0032,1,15,16,1,8,5,1
2011-01-08 02:00:00,1,0,0,2,45.284,53.816,55,0.0,3,13,16,1,8,5,2
2011-01-08 03:00:00,1,0,0,3,45.284,49.730000000000004,55,11.0014,0,7,7,1,8,5,3
2011-01-08 04:00:00,1,0,0,3,45.284,49.730000000000004,55,11.0014,0,1,1,1,8,5,4
2011-01-08 05:00:00,1,0,0,2,43.808,47.003,74,11.0014,0,5,5,1,8,5,5
2011-01-08 06:00:00,1,0,0,2,43.808,47.003,74,11.0014,0,2,2,1,8,5,6
2011-01-08 07:00:00,1,0,0,2,43.808,48.362,74,7.0015,1,8,9,1,8,5,7
2011-01-08 08:00:00,1,0,0,3,43.808,48.362,93,7.0015,0,15,15,1,8,5,8
2011-01-08 09:00:00,1,0,0,3,43.808,48.362,93,7.0015,0,20,20,1,8,5,9
2011-01-08 10:00:00,1,0,0,2,45.284,49.730000000000004,80,11.0014,5,56,61,1,8,5,10
2011-01-08 11:00:00,1,0,0,2,46.76,48.362,69,26.0027,2,60,62,1,8,5,11
2011-01-08 12:00:00,1,0,0,2,46.76,48.362,59,23.9994,8,90,98,1,8,5,12
2011-01-08 13:00:00,1,0,0,1,46.76,48.362,44,22.0028,7,95,102,1,8,5,13
2011-01-08 14:00:00,1,0,0,1,46.76,47.003,32,32.9975,12,83,95,1,8,5,14
2011-01-08 15:00:00,1,0,0,1,46.76,47.003,32,30.0026,5,69,74,1,8,5,15
2011-01-08 16:00:00,1,0,0,1,45.284,44.276,29,30.0026,8,68,76,1,8,5,16
2011-01-08 17:00:00,1,0,0,1,43.808,42.908,37,36.9974,5,64,69,1,8,5,17
2011-01-08 18:00:00,1,0,0,1,42.332,42.908,39,19.9995,3,52,55,1,8,5,18
2011-01-08 19:00:00,1,0,0,1,42.332,42.908,36,16.9979,4,26,30,1,8,5,19
2011-01-08 20:00:00,1,0,0,1,40.856,42.908,36,16.9979,0,28,28,1,8,5,20
2011-01-08 21:00:00,1,0,0,1,40.856,41.549,39,23.9994,2,35,37,1,8,5,21
2011-01-08 22:00:00,1,0,0,1,40.856,41.549,36,26.0027,1,33,34,1,8,5,22
2011-01-08 23:00:00,1,0,0,1,39.38,37.454,39,30.0026,0,22,22,1,8,5,23
2011-01-09 00:00:00,1,0,0,1,39.38,38.822,42,26.0027,1,24,25,1,9,6,0
2011-01-09 01:00:00,1,0,0,1,39.38,37.454,42,31.0009,0,12,12,1,9,6,1
2011-01-09 02:00:00,1,0,0,1,39.38,37.454,46,31.0009,0,11,11,1,9,6,2
2011-01-09 03:00:00,1,0,0,1,39.38,38.822,46,27.9993,0,4,4,1,9,6,3
2011-01-09 04:00:00,1,0,0,1,37.903999999999996,40.181,53,12.998,0,1,1,1,9,6,4
2011-01-09 05:00:00,1,0,0,1,37.903999999999996,40.181,53,12.998,0,1,1,1,9,6,5
2011-01-09 06:00:00,1,0,0,1,39.38,40.181,49,19.0012,0,1,1,1,9,6,6
2011-01-09 07:00:00,1,0,0,1,37.903999999999996,40.181,53,12.998,1,5,6,1,9,6,7
2011-01-09 08:00:00,1,0,0,1,39.38,40.181,49,19.0012,0,10,10,1,9,6,8
2011-01-09 09:00:00,1,0,0,1,40.856,38.822,46,35.0008,0,19,19,1,9,6,9
2011-01-09 10:00:00,1,0,0,1,42.332,41.549,43,26.0027,0,49,49,1,9,6,10
2011-01-09 11:00:00,1,0,0,1,43.808,42.908,40,35.0008,2,47,49,1,9,6,11
2011-01-09 12:00:00,1,0,0,1,45.284,44.276,37,30.0026,4,79,83,1,9,6,12
2011-01-09 13:00:00,1,0,0,1,46.76,47.003,34,30.0026,6,69,75,1,9,6,13
2011-01-09 14:00:00,1,0,0,1,48.236000000000004,48.362,32,31.0009,8,64,72,1,9,6,14
2011-01-09 15:00:00,1,0,0,1,48.236000000000004,49.730000000000004,35,23.9994,5,77,82,1,9,6,15
2011-01-09 16:00:00,1,0,0,1,46.76,47.003,34,30.0026,13,79,92,1,9,6,16
2011-01-09 17:00:00,1,0,0,1,45.284,45.635,37,26.0027,3,59,62,1,9,6,17
2011-01-09 18:00:00,1,0,0,1,43.808,44.276,40,22.0028,4,44,48,1,9,6,18
2011-01-09 19:00:00,1,0,0,1,43.808,44.276,43,22.0028,1,40,41,1,9,6,19
2011-01-09 20:00:00,1,0,0,1,42.332,42.908,46,16.9979,0,38,38,1,9,6,20
2011-01-09 21:00:00,1,0,0,1,42.332,41.549,46,27.9993,1,19,20,1,9,6,21
2011-01-09 22:00:00,1,0,0,1,42.332,42.908,46,19.9995,5,10,15,1,9,6,22
2011-01-09 23:00:00,1,0,0,1,40.856,44.276,50,12.998,0,6,6,1,9,6,23
2011-01-10 00:00:00,1,0,1,1,40.856,42.908,50,19.0012,2,3,5,1,10,0,0
2011-01-10 01:00:00,1,0,1,1,40.856,42.908,50,19.0012,1,0,1,1,10,0,1
2011-01-10 02:00:00,1,0,1,1,40.856,42.908,50,15.0013,0,3,3,1,10,0,2
2011-01-10 03:00:00,1,0,1,1,40.856,42.908,50,15.0013,0,1,1,1,10,0,3
2011-01-10 04:00:00,1,0,1,1,39.38,42.908,54,8.9981,1,2,3,1,10,0,4
2011-01-10 05:00:00,1,0,1,1,39.38,41.549,54,16.9979,0,3,3,1,10,0,5
2011-01-10 06:00:00,1,0,1,1,40.856,42.908,50,19.0012,0,31,31,1,10,0,6
2011-01-10 07:00:00,1,0,1,1,40.856,42.908,50,15.0013,2,75,77,1,10,0,7
2011-01-10 08:00:00,1,0,1,2,40.856,42.908,50,19.0012,4,184,188,1,10,0,8
2011-01-10 09:00:00,1,0,1,2,42.332,42.908,50,16.9979,2,92,94,1,10,0,9
2011-01-10 10:00:00,1,0,1,2,42.332,42.908,50,19.9995,0,31,31,1,10,0,10
2011-01-10 11:00:00,1,0,1,2,43.808,44.276,47,19.0012,2,28,30,1,10,0,11
2011-01-10 12:00:00,1,0,1,2,46.76,48.362,40,19.0012,5,47,52,1,10,0,12
2011-01-10 13:00:00,1,0,1,2,46.76,48.362,40,19.0012,4,50,54,1,10,0,13
2011-01-10 14:00:00,1,0,1,2,46.76,49.730000000000004,40,15.0013,0,47,47,1,10,0,14
2011-01-10 15:00:00,1,0,1,2,46.76,49.730000000000004,40,15.0013,2,43,45,1,10,0,15
2011-01-10 16:00:00,1,0,1,1,46.76,51.089,40,8.9981,4,70,74,1,10,0,16
2011-01-10 17:00:00,1,0,1,1,46.76,52.457,40,7.0015,4,174,178,1,10,0,17
2011-01-10 18:00:00,1,0,1,1,46.76,49.730000000000004,40,15.0013,1,154,155,1,10,0,18
2011-01-10 19:00:00,1,0,1,1,43.808,47.003,47,11.0014,3,92,95,1,10,0,19
2011-01-10 20:00:00,1,0,1,1,43.808,47.003,50,11.0014,1,73,74,1,10,0,20
2011-01-10 21:00:00,1,0,1,1,42.332,44.276,59,12.998,1,37,38,1,10,0,21
2011-01-10 22:00:00,1,0,1,1,42.332,45.635,59,11.0014,2,22,24,1,10,0,22
2011-01-10 23:00:00,1,0,1,1,42.332,45.635,59,11.0014,0,18,18,1,10,0,23
2011-01-11 00:00:00,1,0,1,1,42.332,47.003,59,7.0015,2,10,12,1,11,1,0
2011-01-11 01:00:00,1,0,1,1,42.332,45.635,59,11.0014,0,3,3,1,11,1,1
2011-01-11 02:00:00,1,0,1,2,43.808,45.635,55,12.998,0,3,3,1,11,1,2
2011-01-11 05:00:00,1,0,1,2,43.808,48.362,55,8.9981,0,6,6,1,11,1,5
2011-01-11 06:00:00,1,0,1,2,43.808,48.362,55,8.9981,0,27,27,1,11,1,6
2011-01-11 07:00:00,1,0,1,2,43.808,52.457,55,0.0,2,97,99,1,11,1,7
2011-01-11 08:00:00,1,0,1,2,45.284,51.089,51,6.0032,3,214,217,1,11,1,8
2011-01-11 09:00:00,1,0,1,2,45.284,49.730000000000004,51,11.0014,3,127,130,1,11,1,9
2011-01-11 10:00:00,1,0,1,2,46.76,51.089,51,11.0014,3,51,54,1,11,1,10
2011-01-11 11:00:00,1,0,1,2,46.76,51.089,47,8.9981,4,31,35,1,11,1,11
2011-01-11 12:00:00,1,0,1,2,46.76,52.457,51,7.0015,2,55,57,1,11,1,12
2011-01-11 13:00:00,1,0,1,2,46.76,52.457,59,6.0032,6,46,52,1,11,1,13
2011-01-11 14:00:00,1,0,1,2,46.76,52.457,59,6.0032,3,60,63,1,11,1,14
2011-01-11 15:00:00,1,0,1,2,43.808,49.730000000000004,80,6.0032,2,45,47,1,11,1,15
2011-01-11 16:00:00,1,0,1,2,43.808,45.635,86,15.0013,4,72,76,1,11,1,16
2011-01-11 17:00:00,1,0,1,2,43.808,45.635,86,15.0013,6,130,136,1,11,1,17
2011-01-11 18:00:00,1,0,1,3,43.808,48.362,93,7.0015,1,94,95,1,11,1,18
2011-01-11 19:00:00,1,0,1,3,43.808,52.457,93,0.0,0,51,51,1,11,1,19
2011-01-11 20:00:00,1,0,1,3,43.808,45.635,93,12.998,0,32,32,1,11,1,20
2011-01-11 21:00:00,1,0,1,3,43.808,49.730000000000004,86,6.0032,0,20,20,1,11,1,21
2011-01-11 22:00:00,1,0,1,3,43.808,48.362,93,7.0015,1,28,29,1,11,1,22
2011-01-11 23:00:00,1,0,1,3,43.808,49.730000000000004,93,6.0032,1,18,19,1,11,1,23
2011-01-12 00:00:00,1,0,1,2,43.808,49.730000000000004,86,6.0032,0,7,7,1,12,2,0
2011-01-12 01:00:00,1,0,1,2,43.808,48.362,86,7.0015,0,6,6,1,12,2,1
2011-01-12 02:00:00,1,0,1,1,42.332,45.635,86,8.9981,0,1,1,1,12,2,2
2011-01-12 05:00:00,1,0,1,1,42.332,45.635,86,11.0014,0,5,5,1,12,2,5
2011-01-12 06:00:00,1,0,1,1,40.856,45.635,93,8.9981,0,16,16,1,12,2,6
2011-01-12 07:00:00,1,0,1,1,42.332,45.635,69,8.9981,0,54,54,1,12,2,7
2011-01-12 08:00:00,1,0,1,1,43.808,47.003,59,11.0014,3,125,128,1,12,2,8
2011-01-12 09:00:00,1,0,1,1,43.808,44.276,59,22.0028,3,78,81,1,12,2,9
2011-01-12 10:00:00,1,0,1,1,45.284,48.362,55,15.0013,0,39,39,1,12,2,10
2011-01-12 11:00:00,1,0,1,1,46.76,48.362,51,26.0027,3,32,35,1,12,2,11
2011-01-12 12:00:00,1,0,1,1,46.76,45.635,47,39.0007,3,52,55,1,12,2,12
2011-01-12 13:00:00,1,0,1,1,48.236000000000004,49.730000000000004,44,23.9994,0,49,49,1,12,2,13
2011-01-12 14:00:00,1,0,1,1,46.76,48.362,47,22.0028,0,44,44,1,12,2,14
2011-01-12 15:00:00,1,0,1,1,46.76,47.003,47,27.9993,1,48,49,1,12,2,15
2011-01-12 16:00:00,1,0,1,1,48.236000000000004,49.730000000000004,44,22.0028,5,63,68,1,12,2,16
