temperature,apparent_temperature,humidity,windspeed,rental_count
46.76,48.361999999999995,37,19.0012,73
46.76,49.73,40,16.9979,50
46.76,51.089,37,11.0014,72
46.76,51.089,37,11.0014,87
46.76,55.184,37,0.0,187
46.76,52.457,40,6.0032,123
43.808,49.73,55,6.0032,95
45.284,51.089,47,7.0015,51
45.284,49.73,47,8.9981,39
45.284,49.73,43,11.0014,36
45.284,49.73,51,11.0014,15
45.284,49.73,51,11.0014,25
45.284,51.089,55,6.0032,16
45.284,53.816,55,0.0,16
45.284,49.73,55,11.0014,7
45.284,49.73,55,11.0014,1
43.808,47.003,74,11.0014,5
43.808,47.003,74,11.0014,2
43.808,48.361999999999995,74,7.0015,9
43.808,48.361999999999995,93,7.0015,15
43.808,48.361999999999995,93,7.0015,20
45.284,49.73,80,11.0014,61
46.76,48.361999999999995,69,26.0027,62
46.76,48.361999999999995,59,23.9994,98
46.76,48.361999999999995,44,22.0028,102
46.76,47.003,32,32.9975,95
46.76,47.003,32,30.0026,74
45.284,44.276,29,30.0026,76
43.808,42.908,37,36.9974,69
42.332,42.908,39,19.9995,55
42.332,42.908,36,16.9979,30
40.856,42.908,36,16.9979,28
40.856,41.549,39,23.9994,37
40.856,41.549,36,26.0027,34
39.38,37.454,39,30.0026,22
39.38,38.821999999999996,42,26.0027,25
39.38,37.454,42,31.0009,12
39.38,37.454,46,31.0009,11
39.38,38.821999999999996,46,27.9993,4
37.904,40.181,53,12.998,1
37.904,40.181,53,12.998,1
39.38,40.181,49,19.0012,1
37.904,40.181,53,12.998,6
39.38,40.181,49,19.0012,10
40.856,38.821999999999996,46,35.0008,19
42.332,41.549,43,26.0027,49
43.808,42.908,40,35.0008,49
45.284,44.276,37,30.0026,83
46.76,47.003,34,30.0026,75
48.236,48.361999999999995,32,31.0009,72
48.236,49.73,35,23.9994,82
46.76,47.003,34,30.0026,92
45.284,45.635,37,26.0027,62
43.808,44.276,40,22.0028,48
43.808,44.276,43,22.0028,41
42.332,42.908,46,16.9979,38
42.332,41.549,46,27.9993,20
42.332,42.908,46,19.9995,15
40.856,44.276,50,12.998,6
40.856,42.908,50,19.0012,5
40.856,42.908,50,19.0012,1
40.856,42.908,50,15.0013,3
40.856,42.908,50,15.0013,1
39.38,42.908,54,8.9981,3
39.38,41.549,54,16.9979,3
40.856,42.908,50,19.0012,31
40.856,42.908,50,15.0013,77
40.856,42.908,50,19.0012,188
42.332,42.908,50,16.9979,94
42.332,42.908,50,19.9995,31
43.808,44.276,47,19.0012,30
46.76,48.361999999999995,40,19.0012,52
46.76,48.361999999999995,40,19.0012,54
46.76,49.73,40,15.0013,47
46.76,49.73,40,15.0013,45
46.76,51.089,40,8.9981,74
46.76,52.457,40,7.0015,178
46.76,49.73,40,15.0013,155
43.808,47.003,47,11.0014,95
43.808,47.003,50,11.0014,74
42.332,44.276,59,12.998,38
42.332,45.635,59,11.0014,24
42.332,45.635,59,11.0014,18
42.332,47.003,59,7.0015,12
42.332,45.635,59,11.0014,3
43.808,45.635,55,12.998,3
43.808,48.361999999999995,55,8.9981,6
43.808,48.361999999999995,55,8.9981,27
43.808,52.457,55,0.0,99
45.284,51.089,51,6.0032,217
45.284,49.73,51,11.0014,130
46.76,51.089,51,11.0014,54
46.76,51.089,47,8.9981,35
46.76,52.457,51,7.0015,57
46.76,52.457,59,6.0032,52
46.76,52.457,59,6.0032,63
43.808,49.73,80,6.0032,47
43.808,45.635,86,15.0013,76
43.808,45.635,86,15.0013,136
43.808,48.361999999999995,93,7.0015,95
43.808,52.457,93,0.0,51
43.808,45.635,93,12.998,32
43.808,49.73,86,6.0032,20
43.808,48.361999999999995,93,7.0015,29
43.808,49.73,93,6.0032,19
43.808,49.73,86,6.0032,7
43.808,48.361999999999995,86,7.0015,6
42.332,45.635,86,8.9981,1
42.332,45.635,86,11.0014,5
40.856,45.635,93,8.9981,16
42.332,45.635,69,8.9981,54
43.808,47.003,59,11.0014,128
43.808,44.276,59,22.0028,81
45.284,48.361999999999995,55,15.0013,39
46.76,48.361999999999995,51,26.0027,35
46.76,45.635,47,39.0007,55
48.236,49.73,44,23.9994,49
46.76,48.361999999999995,47,22.0028,44
46.76,47.003,47,27.9993,49
48.236,49.73,44,22.0028,68
46.76,48.361999999999995,47,23.9994,139
46.76,45.635,47,35.0008,137
45.284,45.635,47,27.9993,83
43.808,44.276,50,22.0028,56
43.808,44.276,55,22.0028,57
43.808,42.908,55,30.0026,33
42.332,41.549,59,27.9993,20
42.332,42.908,59,19.0012,7
42.332,42.908,50,19.0012,2
42.332,42.908,50,23.9994,2
42.332,42.908,50,22.0028,3
42.332,42.908,50,16.9979,4
42.332,42.908,50,19.9995,3
40.856,45.635,54,8.9981,28
40.856,45.635,54,8.9981,72
42.332,44.276,50,12.998,202
42.332,42.908,50,22.0028,139
43.808,44.276,50,23.9994,38
46.76,47.003,44,30.0026,37
46.76,47.003,44,27.9993,52
48.236,49.73,41,30.0026,83
48.236,49.73,41,26.0027,42
49.711999999999996,51.089,38,19.9995,60
49.711999999999996,51.089,38,23.9994,78
46.76,48.361999999999995,40,19.0012,162
46.76,48.361999999999995,40,22.0028,144
43.808,45.635,47,16.9979,99
43.808,45.635,47,15.0013,64
42.332,42.908,46,19.9995,40
42.332,42.908,46,22.0028,30
40.856,44.276,50,12.998,15
40.856,44.276,50,12.998,14
39.38,42.908,54,11.0014,5
39.38,42.908,54,8.9981,1
39.38,44.276,54,7.0015,1
39.38,44.276,54,6.0032,8
39.38,48.361999999999995,54,0.0,17
39.38,42.908,74,11.0014,70
40.856,47.003,68,0.0,158
42.332,45.635,69,8.9981,117
45.284,48.361999999999995,55,12.998,44
45.284,47.003,51,19.0012,53
46.76,49.73,44,16.9979,61
48.236,49.73,37,26.0027,77
48.236,51.089,41,19.0012,64
49.711999999999996,53.816,38,11.0014,68
48.236,53.816,41,7.0015,90
48.236,52.457,41,11.0014,159
46.76,55.184,47,0.0,139
43.808,49.73,59,6.0032,92
45.284,53.816,59,0.0,68
43.808,52.457,69,0.0,52
43.808,52.457,69,0.0,36
45.284,53.816,55,0.0,27
45.284,53.816,55,0.0,28
43.808,49.73,59,6.0032,20
43.808,49.73,59,6.0032,12
43.808,52.457,59,0.0,8
43.808,52.457,59,0.0,5
43.808,52.457,59,0.0,1
42.332,47.003,63,7.0015,3
42.332,51.089,63,0.0,10
42.332,45.635,63,8.9981,23
43.808,48.361999999999995,64,8.9981,33
45.284,49.73,59,11.0014,59
46.76,49.73,55,15.0013,72
49.711999999999996,52.457,48,15.0013,89
52.663999999999994,55.184,38,19.9995,101
54.14,57.911,39,19.0012,118
55.61600000000001,60.63800000000001,36,12.998,129
57.092,61.997,34,12.998,128
55.61600000000001,59.27,36,19.0012,83
54.14,57.911,45,16.9979,84
55.61600000000001,59.27,39,16.9979,74
55.61600000000001,59.27,39,16.9979,41
55.61600000000001,59.27,39,15.0013,57
54.14,60.63800000000001,42,7.0015,26
54.14,57.911,45,19.0012,44
51.188,59.27,56,0.0,39
51.188,56.543,56,8.9981,23
51.188,57.911,56,6.0032,16
48.236,56.543,69,0.0,15
51.188,55.184,56,11.0014,1
51.188,55.184,56,11.0014,2
51.188,55.184,56,11.0014,1
49.711999999999996,51.089,56,19.9995,3
48.236,51.089,55,19.0012,18
48.236,51.089,51,16.9979,32
48.236,51.089,51,19.0012,79
49.711999999999996,52.457,44,16.9979,93
49.711999999999996,51.089,41,19.0012,104
51.188,52.457,35,19.9995,118
52.663999999999994,56.543,36,16.9979,91
51.188,53.816,38,16.9979,113
49.711999999999996,52.457,38,15.0013,99
48.236,51.089,37,16.9979,105
46.76,51.089,40,11.0014,67
45.284,49.73,47,8.9981,61
45.284,49.73,47,11.0014,57
45.284,49.73,51,11.0014,28
46.76,51.089,49,8.9981,21
46.76,52.457,40,7.0015,18
46.76,49.73,47,15.0013,17
46.76,49.73,44,12.998,16
45.284,47.003,43,16.9979,8
45.284,48.361999999999995,43,12.998,2
45.284,49.73,43,8.9981,3
45.284,49.73,43,11.0014,1
45.284,48.361999999999995,43,12.998,5
43.808,48.361999999999995,50,8.9981,13
43.808,45.635,47,15.0013,33
43.808,45.635,47,15.0013,47
43.808,45.635,50,16.9979,57
43.808,45.635,55,12.998,64
45.284,49.73,47,8.9981,80
45.284,49.73,47,8.9981,93
45.284,51.089,43,7.0015,86
46.76,51.089,47,11.0014,93
46.76,51.089,47,11.0014,82
46.76,49.73,51,12.998,71
45.284,47.003,55,16.9979,92
45.284,48.361999999999995,59,12.998,60
43.808,45.635,80,12.998,33
43.808,45.635,80,12.998,27
42.332,42.908,93,16.9979,13
43.808,44.276,86,19.0012,4
46.76,48.361999999999995,86,22.0028,3
46.76,49.73,86,15.0013,22
48.236,52.457,80,11.0014,28
48.236,52.457,87,11.0014,35
48.236,52.457,87,12.998,61
48.236,52.457,82,12.998,125
48.236,52.457,80,11.0014,133
48.236,52.457,80,8.9981,99
48.236,56.543,87,0.0,83
48.236,53.816,93,7.0015,41
48.236,55.184,93,6.0032,33
48.236,56.543,93,0.0,20
48.236,56.543,93,0.0,3
48.236,52.457,93,8.9981,7
48.236,52.457,93,8.9981,3
48.236,52.457,93,8.9981,2
48.236,55.184,93,6.0032,7
48.236,55.184,93,6.0032,32
49.711999999999996,55.184,92,7.0015,90
49.711999999999996,55.184,93,7.0015,197
49.711999999999996,55.184,93,7.0015,109
51.188,56.543,93,8.9981,47
52.663999999999994,59.27,87,6.0032,52
54.14,60.63800000000001,81,6.0032,70
61.52,68.81899999999999,62,19.0012,78
61.52,68.81899999999999,58,16.9979,75
61.52,68.81899999999999,54,19.0012,82
60.044,67.45100000000001,58,26.0027,104
58.568000000000005,61.997,57,22.0028,197
57.092,60.63800000000001,61,19.0012,161
55.61600000000001,57.911,57,27.9993,112
55.61600000000001,59.27,49,19.9995,76
55.61600000000001,57.911,49,27.9993,59
54.14,59.27,52,11.0014,59
54.14,56.543,52,31.0009,28
43.808,48.361999999999995,64,7.0015,8
43.808,48.361999999999995,69,7.0015,3
43.808,52.457,69,0.0,2
43.808,52.457,69,0.0,2
42.332,51.089,93,0.0,3
42.332,51.089,93,0.0,22
43.808,52.457,93,0.0,52
43.808,52.457,93,0.0,135
43.808,52.457,93,0.0,116
43.808,52.457,93,0.0,47
45.284,53.816,86,0.0,51
46.76,55.184,86,0.0,55
46.76,55.184,86,0.0,52
48.236,55.184,80,6.0032,54
49.711999999999996,57.911,75,0.0,52
49.711999999999996,53.816,75,8.9981,64
49.711999999999996,57.911,75,0.0,176
49.711999999999996,55.184,81,7.0015,168
49.711999999999996,53.816,81,8.9981,108
48.236,52.457,87,8.9981,74
48.236,52.457,87,8.9981,64
48.236,55.184,87,6.0032,36
46.76,49.73,93,12.998,16
48.236,53.816,93,7.0015,2
48.236,52.457,93,12.998,3
48.236,52.457,93,8.9981,4
48.236,52.457,93,8.9981,1
48.236,51.089,93,19.0012,1
48.236,53.816,93,7.0015,3
48.236,53.816,93,7.0015,18
48.236,51.089,93,15.0013,49
48.236,51.089,93,15.0013,155
49.711999999999996,55.184,93,6.0032,123
48.236,56.543,100,0.0,61
49.711999999999996,52.457,93,12.998,52
49.711999999999996,52.457,93,15.0013,64
57.092,61.997,93,11.0014,75
60.044,67.45100000000001,82,26.0027,63
60.044,67.45100000000001,76,22.0028,76
58.568000000000005,61.997,71,19.9995,103
58.568000000000005,60.63800000000001,53,35.0008,190
57.092,57.911,42,36.9974,182
52.663999999999994,53.816,45,32.9975,91
49.711999999999996,49.73,48,36.9974,75
48.236,49.73,47,22.0028,63
48.236,51.089,44,16.9979,40
46.76,47.003,44,30.0026,32
46.76,47.003,40,30.0026,12
46.76,45.635,44,35.0008,5
45.284,47.003,43,16.9979,2
45.284,47.003,43,16.9979,1
43.808,44.276,50,19.9995,2
43.808,44.276,43,23.9994,39
42.332,42.908,50,22.0028,87
42.332,42.908,50,23.9994,188
43.808,44.276,47,19.9995,133
45.284,45.635,43,22.0028,52
45.284,44.276,43,30.0026,64
46.76,48.361999999999995,40,23.9994,69
46.76,47.003,40,27.9993,51
48.236,49.73,37,26.0027,47
48.236,49.73,37,22.0028,60
48.236,51.089,37,16.9979,78
46.76,49.73,40,12.998,175
46.76,51.089,40,11.0014,147
46.76,55.184,40,0.0,96
46.76,52.457,47,6.0032,109
45.284,51.089,55,7.0015,54
45.284,51.089,51,6.0032,41
46.76,52.457,47,7.0015,38
46.76,55.184,44,0.0,13
43.808,52.457,59,0.0,7
42.332,47.003,63,7.0015,1
42.332,47.003,63,7.0015,1
42.332,45.635,63,8.9981,7
43.808,52.457,55,0.0,28
42.332,51.089,59,0.0,87
42.332,45.635,74,8.9981,220
43.808,48.361999999999995,80,8.9981,127
46.76,51.089,51,8.9981,51
48.236,52.457,51,11.0014,64
49.711999999999996,53.816,48,11.0014,86
51.188,55.184,50,15.0013,82
52.663999999999994,56.543,45,11.0014,91
52.663999999999994,56.543,48,16.9979,90
54.14,57.911,42,15.0013,99
51.188,56.543,56,8.9981,205
49.711999999999996,55.184,60,7.0015,155
49.711999999999996,53.816,65,8.9981,103
49.711999999999996,53.816,65,11.0014,71
49.711999999999996,53.816,70,11.0014,43
49.711999999999996,53.816,65,11.0014,46
49.711999999999996,53.816,70,8.9981,31
49.711999999999996,53.816,70,11.0014,39
49.711999999999996,53.816,65,11.0014,18
49.711999999999996,53.816,75,11.0014,17
49.711999999999996,53.816,75,11.0014,11
48.236,52.457,93,8.9981,8
46.76,52.457,100,6.0032,9
46.76,55.184,100,0.0,4
48.236,55.184,93,6.0032,4
46.76,52.457,100,6.0032,10
46.76,52.457,100,6.0032,20
46.76,51.089,100,8.9981,34
48.236,52.457,100,8.9981,47
48.236,52.457,100,11.0014,52
48.236,52.457,100,11.0014,72
48.236,56.543,100,0.0,55
48.236,56.543,100,0.0,60
48.236,52.457,100,8.9981,71
49.711999999999996,51.089,100,19.0012,78
52.663999999999994,53.816,93,30.0026,83
52.663999999999994,53.816,93,30.0026,84
54.14,57.911,87,16.9979,69
51.188,55.184,100,12.998,56
51.188,56.543,93,8.9981,45
51.188,55.184,93,15.0013,59
51.188,55.184,70,12.998,39
51.188,52.457,65,27.9993,44
51.188,52.457,60,22.0028,20
51.188,57.911,60,6.0032,13
51.188,52.457,60,23.9994,2
51.188,55.184,60,15.0013,1
51.188,55.184,60,15.0013,1
49.711999999999996,53.816,65,11.0014,8
49.711999999999996,55.184,65,7.0015,23
52.663999999999994,57.911,56,7.0015,45
54.14,57.911,52,16.9979,89
55.61600000000001,59.27,49,16.9979,117
57.092,61.997,46,0.0,174
57.092,64.72399999999999,46,0.0,182
57.092,63.365,46,6.0032,161
57.092,63.365,46,6.0032,182
57.092,63.365,49,7.0015,157
57.092,64.72399999999999,46,0.0,121
54.14,59.27,56,11.0014,78
52.663999999999994,57.911,61,8.9981,21
52.663999999999994,57.911,61,7.0015,26
51.188,59.27,60,0.0,27
51.188,59.27,60,0.0,62
49.711999999999996,57.911,65,0.0,30
49.711999999999996,57.911,65,0.0,15
48.236,56.543,75,0.0,5
46.76,55.184,80,0.0,3
46.76,55.184,86,0.0,1
46.76,55.184,86,0.0,2
46.76,55.184,86,0.0,10
45.284,53.816,93,0.0,30
45.284,53.816,86,0.0,95
43.808,52.457,100,0.0,230
48.236,56.543,80,0.0,118
49.711999999999996,55.184,75,7.0015,55
54.14,60.63800000000001,65,6.0032,47
55.61600000000001,63.365,62,0.0,66
58.568000000000005,64.72399999999999,57,6.0032,64
58.568000000000005,64.72399999999999,57,6.0032,60
60.044,67.45100000000001,54,6.0032,50
58.568000000000005,63.365,57,8.9981,114
55.61600000000001,60.63800000000001,70,11.0014,216
57.092,61.997,66,8.9981,175
55.61600000000001,63.365,70,0.0,128
55.61600000000001,61.997,70,7.0015,88
55.61600000000001,63.365,70,0.0,78
52.663999999999994,59.27,81,6.0032,37
54.14,61.997,81,0.0,25
52.663999999999994,60.63800000000001,87,0.0,10
52.663999999999994,60.63800000000001,87,0.0,4
51.188,56.543,93,7.0015,2
52.663999999999994,56.543,93,11.0014,1
51.188,55.184,93,11.0014,3
51.188,52.457,81,22.0028,2
51.188,52.457,70,22.0028,39
49.711999999999996,49.73,65,27.9993,100
49.711999999999996,49.73,56,32.9975,243
49.711999999999996,49.73,52,32.9975,135
48.236,48.361999999999995,47,36.9974,48
48.236,48.361999999999995,47,31.0009,50
49.711999999999996,49.73,38,32.9975,65
49.711999999999996,49.73,32,30.0026,50
48.236,49.73,37,27.9993,64
48.236,49.73,35,26.0027,51
48.236,48.361999999999995,35,35.0008,83
48.236,48.361999999999995,32,39.0007,176
46.76,48.361999999999995,32,26.0027,152
43.808,42.908,40,31.0009,101
43.808,44.276,40,22.0028,56
42.332,41.549,33,31.0009,54
40.856,41.549,33,23.9994,29
40.856,41.549,33,22.0028,12
39.38,38.821999999999996,36,23.9994,17
39.38,41.549,36,15.0013,7
37.904,38.821999999999996,38,19.0012,3
36.428000000000004,38.821999999999996,45,8.9981,2
36.428000000000004,41.549,45,7.0015,7
36.428000000000004,45.635,45,0.0,43
36.428000000000004,41.549,49,7.0015,99
39.38,44.276,42,0.0,199
40.856,44.276,39,11.0014,123
42.332,48.361999999999995,36,0.0,59
42.332,45.635,43,11.0014,41
45.284,48.361999999999995,40,15.0013,61
45.284,47.003,40,16.9979,69
46.76,48.361999999999995,34,19.9995,58
46.76,48.361999999999995,34,19.0012,64
46.76,49.73,37,16.9979,79
46.76,49.73,34,16.9979,166
45.284,47.003,47,19.9995,170
42.332,42.908,86,16.9979,88
42.332,45.635,86,11.0014,84
42.332,45.635,86,11.0014,83
43.808,47.003,80,11.0014,46
43.808,45.635,80,12.998,37
42.332,44.276,86,12.998,16
42.332,45.635,80,8.9981,7
42.332,45.635,80,8.9981,3
42.332,44.276,59,15.0013,1
40.856,42.908,50,15.0013,6
40.856,42.908,54,19.0012,26
39.38,38.821999999999996,50,27.9993,99
39.38,38.821999999999996,49,22.0028,178
40.856,41.549,42,23.9994,122
40.856,41.549,42,19.9995,35
42.332,42.908,39,23.9994,45
43.808,44.276,34,26.0027,69
45.284,47.003,29,19.9995,62
46.76,48.361999999999995,27,19.0012,48
46.76,49.73,25,16.9979,50
46.76,48.361999999999995,27,19.9995,80
45.284,48.361999999999995,26,12.998,165
43.808,48.361999999999995,28,8.9981,160
42.332,47.003,28,7.0015,112
42.332,48.361999999999995,31,6.0032,97
42.332,51.089,39,0.0,72
40.856,49.73,39,0.0,51
40.856,45.635,42,7.0015,34
39.38,44.276,49,7.0015,14
39.38,44.276,54,6.0032,7
39.38,44.276,54,6.0032,3
37.904,42.908,63,6.0032,4
39.38,48.361999999999995,68,0.0,24
37.904,47.003,73,0.0,74
39.38,42.908,74,11.0014,216
40.856,42.908,74,15.0013,140
42.332,44.276,69,12.998,44
48.236,52.457,47,8.9981,64
48.236,52.457,47,8.9981,71
49.711999999999996,52.457,35,12.998,110
54.14,57.911,26,16.9979,84
55.61600000000001,60.63800000000001,21,11.0014,74
54.14,57.911,28,12.998,125
54.14,61.997,24,0.0,211
52.663999999999994,60.63800000000001,28,0.0,174
51.188,59.27,33,0.0,101
48.236,52.457,55,8.9981,63
46.76,51.089,59,8.9981,47
46.76,52.457,64,6.0032,43
45.284,53.816,69,0.0,53
43.808,49.73,69,6.0032,30
42.332,51.089,86,0.0,24
42.332,51.089,80,0.0,15
40.856,49.73,80,0.0,10
40.856,47.003,74,6.0032,4
40.856,47.003,74,6.0032,1
40.856,44.276,93,12.998,2
40.856,45.635,80,7.0015,11
42.332,45.635,86,8.9981,30
43.808,48.361999999999995,64,8.9981,43
48.236,51.089,41,16.9979,84
54.14,56.543,28,22.0028,114
54.14,56.543,39,31.0009,120
54.14,56.543,39,27.9993,135
57.092,60.63800000000001,31,19.0012,120
57.092,59.27,29,27.9993,174
57.092,59.27,29,27.9993,145
55.61600000000001,57.911,31,35.0008,137
52.663999999999994,55.184,38,22.0028,64
52.663999999999994,56.543,38,11.0014,41
51.188,55.184,41,15.0013,40
51.188,59.27,41,0.0,51
49.711999999999996,55.184,44,6.0032,45
48.236,52.457,51,8.9981,32
46.76,52.457,64,7.0015,39
46.76,52.457,59,6.0032,24
46.76,52.457,75,6.0032,20
46.76,52.457,69,7.0015,12
46.76,51.089,69,11.0014,2
46.76,51.089,69,8.9981,5
48.236,56.543,55,0.0,3
48.236,52.457,64,12.998,12
49.711999999999996,52.457,60,15.0013,47
54.14,56.543,45,22.0028,105
55.61600000000001,57.911,39,30.0026,112
58.568000000000005,60.63800000000001,32,31.0009,152
60.044,67.45100000000001,29,23.9994,154
61.52,68.81899999999999,30,27.9993,161
61.52,68.81899999999999,30,19.9995,162
62.996,70.178,28,22.0028,134
62.996,70.178,28,22.0028,125
61.52,68.81899999999999,32,19.9995,95
61.52,68.81899999999999,35,19.0012,61
61.52,68.81899999999999,35,22.0028,47
61.52,68.81899999999999,35,23.9994,51
61.52,68.81899999999999,35,19.9995,36
61.52,68.81899999999999,35,23.9994,30
60.044,67.45100000000001,37,23.9994,11
60.044,67.45100000000001,37,23.9994,7
58.568000000000005,61.997,40,19.9995,2
57.092,60.63800000000001,46,15.0013,2
55.61600000000001,59.27,53,19.0012,2
55.61600000000001,59.27,53,19.0012,3
57.092,59.27,46,19.9995,26
57.092,59.27,46,19.9995,98
60.044,67.45100000000001,40,31.0009,256
61.52,68.81899999999999,37,26.0027,130
64.47200000000001,71.54599999999998,33,15.0013,55
70.376,77.0,23,16.9979,53
73.328,79.727,22,30.0026,126
74.804,81.095,19,26.0027,120
76.28,85.18100000000003,15,32.9975,90
73.328,79.727,21,43.9989,90
70.376,77.0,27,31.0009,118
65.94800000000001,72.905,33,40.9973,243
61.52,68.81899999999999,40,40.9973,205
60.044,67.45100000000001,43,32.9975,98
58.568000000000005,60.63800000000001,46,31.0009,70
58.568000000000005,60.63800000000001,50,35.0008,43
57.092,57.911,46,43.9989,45
55.61600000000001,57.911,49,32.9975,20
54.14,56.543,49,27.9993,19
54.14,53.816,42,51.9987,5
52.663999999999994,52.457,41,46.0022,3
48.236,48.361999999999995,37,35.0008,1
48.236,48.361999999999995,32,31.0009,4
46.76,48.361999999999995,32,22.0028,30
46.76,48.361999999999995,32,23.9994,105
46.76,48.361999999999995,32,23.9994,223
